timestamp, audio inference
1364494241,0

1364494242,0

1364494243,0

1364494244,0

1364494245,2

1364494246,2

1364494247,0

1364494248,1

1364494249,1

1364494250,0

1364494251,0

1364494251,0

1364494252,0

1364494253,0

1364494254,0

1364494255,0

1364494256,0

1364494257,0

1364494258,0

1364494259,0

1364494260,0

1364494261,0

1364494262,0

1364494263,0

1364494264,0

1364494265,0

1364494266,0

1364494267,0

1364494268,0

1364494269,0

1364494270,0

1364494271,0

1364494272,0

1364494273,0

1364494274,0

1364494274,0

1364494275,0

1364494276,0

1364494277,0

1364494278,0

1364494279,0

1364494280,0

1364494281,0

1364494282,0

1364494283,0

1364494284,0

1364494285,0

1364494286,0

1364494287,0

1364494288,0

1364494289,0

1364494470,0

1364494471,0

1364494472,0

1364494473,0

1364494474,0

1364494475,0

1364494476,0

1364494477,0

1364494478,0

1364494479,0

1364494480,0

1364494481,0

1364494482,0

1364494483,0

1364494484,0

1364494485,2

1364494485,2

1364494486,1

1364494487,1

1364494488,1

1364494489,1

1364494490,1

1364494491,1

1364494492,1

1364494493,1

1364494494,1

1364494495,1

1364494496,2

1364494497,2

1364494498,1

1364494499,1

1364494500,1

1364494501,1

1364494502,1

1364494503,1

1364494504,1

1364494505,1

1364494506,1

1364494507,1

1364494508,1

1364494508,1

1364494510,1

1364494510,1

1364494511,1

1364494512,1

1364494513,1

1364494514,1

1364494515,1

1364494516,2

1364494517,1

1364494518,1

1364494519,1

1364494520,1

1364494521,1

1364494522,1

1364494523,1

1364494524,1

1364494525,1

1364494526,1

1364494527,2

1364494528,1

1364494529,1

1364494530,1

1364494531,1

1364494532,1

1364494533,1

1364494533,1

1364494534,1

1364494535,1

1364494536,1

1364494537,2

1364494538,2

1364494539,1

1364494540,1

1364494541,1

1364494542,1

1364494543,1

1364494544,1

1364494545,1

1364494546,1

1364494547,1

1364494548,1

1364494549,1

1364494550,1

1364494551,1

1364494552,1

1364494553,1

1364494554,0

1364494555,2

1364494556,2

1364494556,2

1364494558,1

1364494558,1

1364494559,1

1364494560,1

1364494561,1

1364494562,1

1364494563,1

1364494564,1

1364494565,1

1364494566,2

1364494567,1

1364494568,2

1364494569,1

1364494570,2

1364494571,1

1364494572,1

1364494573,1

1364494574,1

1364494575,1

1364494576,1

1364494577,1

1364494578,1

1364494579,0

1364494580,1

1364494581,1

1364494581,1

1364494582,1

1364494583,1

1364494584,1

1364494585,1

1364494586,1

1364494587,1

1364494588,1

1364494589,1

1364494590,1

1364494591,1

1364494592,1

1364494593,1

1364494594,1

1364494595,1

1364494596,1

1364494597,1

1364494598,1

1364494599,1

1364494600,2

1364494601,1

1364494602,1

1364494603,1

1364494604,1

1364494604,1

1364494606,1

1364494606,1

1364494607,1

1364494608,1

1364494609,1

1364494610,1

1364494611,1

1364494612,2

1364494613,1

1364494614,1

1364494615,1

1364494616,1

1364494617,1

1364494618,1

1364494619,1

1364494620,1

1364494621,2

1364494622,1

1364494623,2

1364494624,2

1364494625,1

1364494626,2

1364494627,1

1364494628,2

1364494629,2

1364494629,2

1364494630,1

1364494631,1

1364494632,2

1364494633,1

1364494634,2

1364494635,1

1364494636,2

1364494637,1

1364494638,0

1364494639,1

1364494640,1

1364494641,1

1364494642,1

1364494643,1

1364494644,1

1364494645,1

1364494646,1

1364494647,0

1364494648,1

1364494649,1

1364494650,1

1364494651,1

1364494652,1

1364494652,1

1364494654,1

1364494654,1

1364494655,2

1364494656,1

1364494657,0

1364494658,0

1364494659,2

1364494660,1

1364494661,1

1364494662,1

1364494663,1

1364494664,1

1364494665,1

1364494666,1

1364494667,1

1364494668,2

1364494669,0

1364494670,1

1364494671,1

1364494672,1

1364494673,1

1364494674,1

1364494675,1

1364494676,1

1364494677,1

1364494677,0

1364494678,1

1364494679,1

1364494680,1

1364494681,1

1364494682,1

1364494683,2

1364494684,1

1364494685,1

1364494686,1

1364494687,1

1364494688,2

1364494689,1

1364494690,1

1364494691,1

1364494692,1

1364494693,0

1364494694,0

1364494695,0

1364494696,1

1364494697,1

1364494698,0

1364494699,0

1364494700,0

1364494701,2

1364494702,1

1364494702,1

1364494703,1

1364494704,1

1364494705,1

1364494706,1

1364494707,1

1364494708,1

1364494709,1

1364494710,1

1364494711,2

1364494712,2

1364494713,1

1364494714,1

1364494715,1

1364494716,1

1364494717,1

1364494718,1

1364494719,1

1364494720,0

1364494721,2

1364494722,1

1364494723,0

1364494724,0

1364494725,1

1364494725,1

1364494726,2

1364494727,1

1364494728,0

1364494729,1

1364494730,2

1364494731,1

1364494732,0

1364494733,0

1364494734,0

1364494735,0

1364494736,0

1364494737,2

1364494738,0

1364494739,0

1364494740,0

1364494741,0

1364494742,0

1364494743,0

1364494744,0

1364494745,0

1364494746,0

1364494747,0

1364494748,0

1364494749,0

1364494750,0

1364494750,0

1364494751,0

1364494752,0

1364494753,0

1364494754,0

1364494755,2

1364494756,1

1364494757,1

1364494758,1

1364494759,1

1364494760,1

1364494761,1

1364494762,1

1364494763,1

1364494764,1

1364494765,2

1364494766,1

1364494767,1

1364494768,0

1364494769,0

1364494770,1

1364494771,1

1364494772,1

1364494773,2

1364494773,1

1364494774,1

1364494775,1

1364494776,1

1364494777,0

1364494778,1

1364494779,1

1364494780,1

1364494781,1

1364494782,1

1364494783,1

1364494784,1

1364494785,1

1364494786,1

1364494787,1

1364494788,1

1364494789,1

1364494790,1

1364494791,1

1364494792,1

1364494793,1

1364494794,1

1364494795,2

1364494796,1

1364494797,1

1364494798,2

1364494798,1

1364494799,1

1364494800,1

1364494801,1

1364494802,1

1364494803,1

1364494804,1

1364494805,1

1364494806,1

1364494807,1

1364494808,1

1364494809,1

1364494810,1

1364494811,2

1364494812,1

1364494813,1

1364494814,1

1364494815,1

1364494816,1

1364494817,1

1364494818,1

1364494819,1

1364494820,1

1364494821,1

1364494821,1

1364494822,1

1364494823,1

1364494824,1

1364494825,1

1364494826,0

1364494827,1

1364494828,1

1364494829,1

1364494830,1

1364494831,0

1364494832,0

1364494833,1

1364494834,0

1364494835,0

1364494836,0

1364494837,1

1364494838,0

1364494839,0

1364494840,1

1364494841,0

1364494842,0

1364494843,0

1364494844,0

1364494845,0

1364494846,1

1364494846,0

1364494847,0

1364494848,1

1364494849,1

1364494850,1

1364494851,1

1364494852,1

1364494853,1

1364494854,2

1364494855,1

1364494856,1

1364494857,1

1364494858,1

1364494859,1

1364494860,0

1364494861,1

1364494862,1

1364494863,1

1364494864,1

1364494865,1

1364494866,1

1364494867,2

1364494868,1

1364494869,1

1364494869,1

1364494871,1

1364494871,1

1364494872,1

1364494873,1

1364494874,1

1364494875,1

1364494876,1

1364494877,1

1364494878,1

1364494879,1

1364494880,0

1364494881,0

1364494882,2

1364494883,1

1364494884,1

1364494885,1

1364494886,1

1364494887,1

1364494888,1

1364494889,1

1364494890,1

1364494891,1

1364494892,2

1364494893,1

1364494894,1

1364494894,1

1364494895,1

1364494896,1

1364494897,0

1364494898,0

1364494899,0

1364494900,0

1364494901,0

1364494902,0

1364494903,0

1364494904,0

1364494905,1

1364494906,1

1364494907,1

1364494908,1

1364494909,1

1364494910,1

1364494911,1

1364494912,1

1364494913,1

1364494914,1

1364494915,1

1364494916,1

1364494917,1

1364494917,1

1364494918,1

1364494919,2

1364494920,1

1364494921,1

1364494922,1

1364494923,1

1364494924,1

1364494925,1

1364494926,2

1364494927,1

1364494928,0

1364494929,1

1364494930,1

1364494931,1

1364494932,1

1364494933,1

1364494934,1

1364494935,2

1364494936,1

1364494937,2

1364494938,1

1364494939,1

1364494940,1

1364494941,1

1364494942,1

1364494942,1

1364494943,2

1364494944,1

1364494945,1

1364494946,0

1364494947,1

1364494948,1

1364494949,1

1364494950,1

1364494951,1

1364494952,0

1364494953,1

1364494954,1

1364494955,1

1364494956,1

1364494957,1

1364494958,0

1364494959,1

1364494960,1

1364494961,1

1364494962,1

1364494963,1

1364494964,2

1364494965,1

1364494965,1

1364494967,1

1364494967,1

1364494968,1

1364494969,1

1364494970,1

1364494971,1

1364494972,1

1364494973,1

1364494974,1

1364494975,2

1364494976,1

1364494977,1

1364494978,1

1364494979,1

1364494980,1

1364494981,0

1364494982,2

1364494983,1

1364494984,1

1364494985,2

1364494986,1

1364494987,1

1364494988,1

1364494989,1

1364494990,1

1364494990,1

1364494991,1

1364494992,1

1364494993,1

1364494994,1

1364494995,1

1364494996,1

1364494997,1

1364494998,1

1364494999,1

1364495000,1

1364495001,1

1364495002,1

1364495003,1

1364495004,1

1364495005,1

1364495006,1

1364495007,1

1364495008,1

1364495009,1

1364495010,2

1364495011,1

1364495012,1

1364495013,1

1364495013,1

1364495015,1

1364495015,1

1364495016,1

1364495017,1

1364495018,1

1364495019,1

1364495020,0

1364495021,1

1364495022,1

1364495023,1

1364495024,1

1364495025,1

1364495026,1

1364495027,1

1364495028,1

1364495029,1

1364495030,1

1364495031,0

1364495032,1

1364495033,1

1364495034,1

1364495035,1

1364495036,1

1364495037,1

1364495038,1

1364495038,1

1364495039,1

1364495040,1

1364495041,1

1364495042,1

1364495043,1

1364495044,1

1364495045,1

1364495046,1

1364495047,1

1364495048,1

1364495049,1

1364495050,1

1364495051,1

1364495052,1

1364495053,1

1364495054,1

1364495055,1

1364495056,1

1364495057,1

1364495058,1

1364495059,1

1364495060,1

1364495061,2

1364495061,1

1364495063,1

1364495063,1

1364495064,1

1364495065,1

1364495066,2

1364495067,1

1364495068,1

1364495069,1

1364495070,2

1364495071,2

1364495072,1

1364495073,2

1364495074,1

1364495075,1

1364495076,1

1364495077,1

1364495078,1

1364495079,1

1364495080,1

1364495081,1

1364495082,1

1364495083,1

1364495084,1

1364495085,1

1364495086,1

1364495086,1

1364495087,1

1364495088,1

1364495089,1

1364495090,1

1364495091,1

1364495092,1

1364495093,1

1364495094,2

1364495095,1

1364495096,1

1364495097,1

1364495098,1

1364495099,2

1364495100,1

1364495101,1

1364495102,1

1364495103,1

1364495104,1

1364495105,1

1364495106,2

1364495107,1

1364495108,1

1364495109,1

1364495109,1

1364495111,1

1364495111,1

1364495112,1

1364495113,1

1364495114,1

1364495115,1

1364495116,1

1364495117,0

1364495118,1

1364495119,1

1364495120,2

1364495121,1

1364495122,1

1364495123,1

1364495124,1

1364495125,1

1364495126,1

1364495127,1

1364495128,1

1364495129,0

1364495130,0

1364495131,1

1364495132,0

1364495133,1

1364495134,1

1364495134,1

1364495135,1

1364495136,1

1364495137,1

1364495138,1

1364495139,1

1364495140,2

1364495141,1

1364495142,1

1364495143,1

1364495144,1

1364495145,1

1364495146,1

1364495147,1

1364495148,1

1364495149,1

1364495150,1

1364495151,2

1364495152,1

1364495153,1

1364495154,1

1364495155,1

1364495156,1

1364495157,1

1364495158,0

1364495159,1

1364495159,1

1364495160,1

1364495161,1

1364495162,0

1364495163,1

1364495164,1

1364495165,1

1364495166,1

1364495167,1

1364495168,1

1364495169,1

1364495170,1

1364495171,0

1364495172,1

1364495173,0

1364495174,0

1364495175,0

1364495176,0

1364495177,0

1364495178,0

1364495179,0

1364495180,0

1364495181,0

1364495182,0

1364495182,0

1364495183,0

1364495184,0

1364495185,1

1364495186,1

1364495187,1

1364495188,1

1364495189,1

1364495190,2

1364495191,1

1364495192,1

1364495193,1

1364495194,1

1364495195,1

1364495196,1

1364495197,1

1364495198,0

1364495199,1

1364495200,1

1364495201,0

1364495202,0

1364495203,1

1364495204,0

1364495205,0

1364495206,0

1364495207,0

1364495207,0

1364495208,0

1364495209,0

1364495210,0

1364495211,0

1364495212,0

1364495213,0

1364495214,0

1364495215,0

1364495216,1

1364495217,0

1364495218,0

1364495219,2

1364495220,0

1364495221,2

1364495222,0

1364495223,0

1364495224,0

1364495225,0

1364495226,0

1364495227,0

1364495228,0

1364495229,0

1364495230,0

1364495230,0

1364495231,0

1364495232,0

1364495233,0

1364495234,0

1364495235,0

1364495236,0

1364495237,0

1364495238,0

1364495239,0

1364495240,2

1364495241,1

1364495242,0

1364495243,0

1364495244,1

1364495245,1

1364495246,1

1364495247,2

1364495248,1

1364495249,0

1364495250,0

1364495251,1

1364495252,2

1364495253,0

1364495254,0

1364495255,2

1364495255,1

1364495256,1

1364495257,0

1364495258,1

1364495259,0

1364495260,0

1364495261,0

1364495262,1

1364495263,1

1364495264,1

1364495265,1

1364495266,1

1364495267,0

1364495268,1

1364495269,1

1364495270,1

1364495271,1

1364495272,1

1364495273,1

1364495274,1

1364495275,1

1364495276,1

1364495277,1

1364495278,0

1364495278,0

1364495279,0

1364495280,0

1364495281,1

1364495282,1

1364495283,1

1364495284,1

1364495285,1

1364495286,1

1364495287,0

1364495288,1

1364495289,2

1364495290,0

1364495291,2

1364495292,1

1364495293,1

1364495294,1

1364495295,1

1364495296,2

1364495297,1

1364495298,1

1364495299,0

1364495300,1

1364495301,2

1364495302,2

1364495303,0

1364495303,1

1364495304,1

1364495305,1

1364495306,1

1364495307,1

1364495308,2

1364495309,1

1364495310,1

1364495311,1

1364495312,1

1364495313,1

1364495314,1

1364495315,1

1364495316,2

1364495317,1

1364495318,1

1364495319,1

1364495320,1

1364495321,1

1364495322,1

1364495323,1

1364495324,2

1364495325,1

1364495326,1

1364495326,1

1364495327,1

1364495328,1

1364495329,1

1364495330,1

1364495331,1

1364495332,1

1364495333,1

1364495334,1

1364495335,1

1364495336,1

1364495337,1

1364495338,1

1364495339,1

1364495340,1

1364495341,2

1364495342,1

1364495343,1

1364495344,1

1364495345,1

1364495346,1

1364495347,1

1364495348,1

1364495349,1

1364495350,1

1364495351,1

1364495351,1

1364495352,1

1364495353,1

1364495354,1

1364495355,1

1364495356,1

1364495357,1

1364495358,1

1364495359,1

1364495360,1

1364495361,1

1364495362,1

1364495363,1

1364495364,1

1364495365,1

1364495366,1

1364495367,1

1364495368,1

1364495369,1

1364495370,1

1364495371,1

1364495372,0

1364495373,0

1364495374,0

1364495374,2

1364495375,1

1364495376,1

1364495377,1

1364495378,1

1364495379,0

1364495380,1

1364495381,0

1364495382,0

1364495383,0

1364495384,0

1364495385,1

1364495386,0

1364495387,0

1364495388,0

1364495389,0

1364495390,0

1364495391,0

1364495392,0

1364495393,0

1364495394,0

1364495395,0

1364495396,0

1364495397,0

1364495398,1

1364495399,1

1364495399,0

1364495400,2

1364495401,1

1364495402,1

1364495403,1

1364495404,1

1364495405,0

1364495406,0

1364495407,1

1364495408,0

1364495409,0

1364495410,1

1364495411,0

1364495412,0

1364495413,0

1364495414,0

1364495415,0

1364495416,0

1364495417,0

1364495418,2

1364495419,0

1364495420,1

1364495421,1

1364495422,1

1364495422,0

1364495423,0

1364495424,0

1364495425,1

1364495426,1

1364495427,1

1364495428,1

1364495429,1

1364495430,0

1364495431,0

1364495432,0

1364495433,0

1364495434,0

1364495435,1

1364495436,0

1364495437,0

1364495438,1

1364495439,1

1364495440,1

1364495441,1

1364495442,1

1364495443,1

1364495444,1

1364495445,2

1364495446,1

1364495447,1

1364495447,1

1364495448,1

1364495449,1

1364495450,1

1364495451,1

1364495452,1

1364495453,0

1364495454,1

1364495455,1

1364495456,1

1364495457,1

1364495458,1

1364495459,1

1364495460,0

1364495461,1

1364495462,1

1364495463,2

1364495464,1

1364495465,1

1364495466,0

1364495467,1

1364495468,0

1364495469,1

1364495470,1

1364495470,1

1364495472,1

1364495472,1

1364495473,1

1364495474,1

1364495475,1

1364495476,1

1364495477,1

1364495478,1

1364495479,1

1364495480,1

1364495481,1

1364495482,1

1364495483,1

1364495484,2

1364495485,1

1364495486,1

1364495487,1

1364495488,1

1364495489,0

1364495490,0

1364495491,2

1364495492,1

1364495493,1

1364495494,1

1364495495,0

1364495495,0

1364495496,1

1364495497,1

1364495498,1

1364495499,0

1364495500,0

1364495501,1

1364495502,0

1364495503,1

1364495504,1

1364495505,1

1364495506,1

1364495507,0

1364495508,1

1364495509,1

1364495510,1

1364495511,1

1364495512,1

1364495513,1

1364495514,1

1364495515,1

1364495516,1

1364495517,1

1364495518,0

1364495518,1

1364495520,1

1364495520,1

1364495521,1

1364495522,1

1364495523,1

1364495524,1

1364495525,0

1364495526,1

1364495527,1

1364495528,1

1364495529,1

1364495530,1

1364495531,1

1364495532,2

1364495533,1

1364495534,1

1364495535,1

1364495536,1

1364495537,1

1364495538,1

1364495539,1

1364495540,1

1364495541,2

1364495542,2

1364495543,2

1364495543,1

1364495544,1

1364495545,1

1364495546,1

1364495547,1

1364495548,1

1364495549,1

1364495550,1

1364495551,1

1364495552,2

1364495553,1

1364495554,1

1364495555,1

1364495556,1

1364495557,0

1364495558,2

1364495559,1

1364495560,1

1364495561,1

1364495562,1

1364495563,1

1364495564,1

1364495565,1

1364495566,1

1364495566,1

1364495568,1

1364495568,1

1364495569,1

1364495570,1

1364495571,1

1364495572,2

1364495573,1

1364495574,1

1364495575,1

1364495576,1

1364495577,1

1364495578,1

1364495579,1

1364495580,1

1364495581,1

1364495582,1

1364495583,1

1364495584,1

1364495585,1

1364495586,1

1364495587,1

1364495588,1

1364495589,1

1364495590,1

1364495591,1

1364495591,1

1364495592,1

1364495593,1

1364495594,1

1364495595,1

1364495596,1

1364495597,1

1364495598,1

1364495599,0

1364495600,0

1364495601,1

1364495602,1

1364495603,1

1364495604,1

1364495605,1

1364495606,1

1364495607,1

1364495608,1

1364495609,1

1364495610,1

1364495611,1

1364495612,1

1364495613,1

1364495614,1

1364495614,1

1364495616,1

1364495616,1

1364495617,1

1364495618,1

1364495619,1

1364495620,1

1364495621,1

1364495622,1

1364495623,1

1364495624,1

1364495625,1

1364495626,1

1364495627,1

1364495628,1

1364495629,1

1364495630,1

1364495631,1

1364495632,1

1364495633,2

1364495634,0

1364495635,1

1364495636,1

1364495637,1

1364495638,1

1364495639,0

1364495639,1

1364495640,1

1364495641,1

1364495642,1

1364495643,1

1364495644,1

1364495645,1

1364495646,1

1364495647,1

1364495648,1

1364495649,1

1364495650,1

1364495651,1

1364495652,1

1364495653,1

1364495654,1

1364495655,1

1364495656,1

1364495657,1

1364495658,1

1364495659,1

1364495660,1

1364495661,1

1364495662,1

1364495662,1

1364495664,1

1364495664,2

1364495665,1

1364495666,1

1364495667,1

1364495668,1

1364495669,1

1364495670,1

1364495671,0

1364495672,1

1364495673,1

1364495674,1

1364495675,1

1364495676,1

1364495677,1

1364495678,1

1364495679,1

1364495680,1

1364495681,1

1364495682,1

1364495683,1

1364495684,1

1364495685,1

1364495686,1

1364495687,1

1364495687,1

1364495688,2

1364495689,1

1364495690,0

1364495691,1

1364495692,1

1364495693,1

1364495694,1

1364495695,1

1364495696,1

1364495697,1

1364495698,1

1364495699,1

1364495700,1

1364495701,1

1364495702,1

1364495703,1

1364495704,1

1364495705,1

1364495706,2

1364495707,1

1364495708,1

1364495709,1

1364495710,1

1364495710,1

1364495712,1

1364495712,1

1364495713,1

1364495714,1

1364495715,2

1364495716,1

1364495717,1

1364495718,1

1364495719,1

1364495720,1

1364495721,1

1364495722,1

1364495723,1

1364495724,1

1364495725,1

1364495726,1

1364495727,1

1364495728,1

1364495729,1

1364495730,1

1364495731,1

1364495732,1

1364495733,1

1364495734,1

1364495735,2

1364495735,1

1364495736,1

1364495737,1

1364495738,2

1364495739,1

1364495740,1

1364495741,1

1364495742,2

1364495743,1

1364495744,1

1364495745,1

1364495746,1

1364495747,1

1364495748,1

1364495749,1

1364495750,1

1364495751,1

1364495752,1

1364495753,1

1364495754,0

1364495755,0

1364495756,0

1364495757,0

1364495758,0

1364495758,0

1364495760,0

1364495760,0

1364495761,0

1364495762,0

1364495763,0

1364495764,0

1364495765,0

1364495766,0

1364495767,0

1364495768,0

1364495769,0

1364495770,0

1364495771,0

1364495772,0

1364495773,1

1364495774,1

1364495775,1

1364495776,1

1364495777,1

1364495778,2

1364495779,0

1364495780,1

1364495781,1

1364495782,1

1364495783,1

1364495783,1

1364495784,1

1364495785,1

1364495786,1

1364495787,1

1364495788,1

1364495789,1

1364495790,1

1364495791,1

1364495792,1

1364495793,1

1364495794,1

1364495795,1

1364495796,1

1364495797,1

1364495798,1

1364495799,1

1364495800,1

1364495801,1

1364495802,1

1364495803,1

1364495804,0

1364495805,0

1364495806,2

1364495807,1

1364495808,1

1364495808,0

1364495809,1

1364495810,1

1364495811,1

1364495812,1

1364495813,1

1364495814,1

1364495815,1

1364495816,1

1364495817,2

1364495818,1

1364495819,1

1364495820,1

1364495821,1

1364495822,1

1364495823,1

1364495824,1

1364495825,1

1364495826,1

1364495827,1

1364495828,1

1364495829,0

1364495830,0

1364495831,0

1364495831,0

1364495832,0

1364495833,0

1364495834,0

1364495835,0

1364495836,0

1364495837,0

1364495838,0

1364495839,1

1364495840,1

1364495841,1

1364495842,1

1364495843,1

1364495844,1

1364495845,1

1364495846,2

1364495847,1

1364495848,1

1364495849,1

1364495850,1

1364495851,0

1364495852,1

1364495853,1

1364495854,1

1364495855,1

1364495856,1

1364495856,0

1364495857,1

1364495858,1

1364495859,1

1364495860,1

1364495861,1

1364495862,1

1364495863,1

1364495864,1

1364495865,1

1364495866,1

1364495867,1

1364495868,1

1364495869,1

1364495870,0

1364495871,0

1364495872,0

1364495873,1

1364495874,0

1364495875,0

1364495876,1

1364495877,1

1364495878,0

1364495879,0

1364495879,0

1364495880,1

1364495881,0

1364495882,0

1364495883,0

1364495884,1

1364495885,0

1364495886,1

1364495887,2

1364495888,0

1364495889,1

1364495890,1

1364495891,1

1364495892,1

1364495893,1

1364495894,1

1364495895,1

1364495896,1

1364495897,1

1364495898,0

1364495899,2

1364495900,1

1364495901,1

1364495902,1

1364495903,1

1364495904,2

1364495904,1

1364495905,1

1364495906,1

1364495907,1

